;office_name;county_id;candidate_name;party_affiliation;num_precincts_reporting;total_num_precincts_voting;candidate_votes;candidate_percent_vote
1411;COUNTY ATTORNEY;57;DAVID M. (DAVE) OLIN;NP;34;34;4811;99.54
1412;COUNTY ATTORNEY;57;WRITE-IN (TOTAL);WI;34;34;22;0.46
1413;COUNTY CORONER;57;RICHARD W HEINRICHS;NP;34;34;4632;99.23
1414;COUNTY CORONER;57;WRITE-IN (TOTAL);WI;34;34;36;0.77
1415;SOIL AND WATER SUPERVISOR DISTRICT 2;57;KYLE MEHRKENS;NP;34;34;4768;99.98
1416;SOIL AND WATER SUPERVISOR DISTRICT 2;57;WRITE-IN (TOTAL);WI;34;34;1;0.02
1417;SOIL AND WATER SUPERVISOR DISTRICT 3;57;DANIEL R JOHNSON;NP;34;34;4689;99.96
1418;SOIL AND WATER SUPERVISOR DISTRICT 3;57;WRITE-IN (TOTAL);WI;34;34;2;0.04
1419;COUNTY COMMISSIONER DISTRICT 1;58;EILEEN J. ANDERSON;NP;47;47;1231;52.49
1420;COUNTY COMMISSIONER DISTRICT 1;58;KEVIN NEWMAN;NP;47;47;1101;46.95
1421;COUNTY COMMISSIONER DISTRICT 1;58;WRITE-IN (TOTAL);WI;47;47;13;0.55
1422;COUNTY COMMISSIONER DISTRICT 2;58;ED MONTBRIAND;NP;47;47;1038;40.56
1423;COUNTY COMMISSIONER DISTRICT 2;58;ALAN HANCOCK;NP;47;47;1513;59.12
1424;COUNTY COMMISSIONER DISTRICT 2;58;WRITE-IN (TOTAL);WI;47;47;8;0.31
1425;COUNTY COMMISSIONER DISTRICT 3;58;RICHARD W. NOYES;NP;47;47;956;47.73
1426;COUNTY COMMISSIONER DISTRICT 3;58;ROGER NELSON;NP;47;47;1039;51.87
1427;COUNTY COMMISSIONER DISTRICT 3;58;WRITE-IN (TOTAL);WI;47;47;8;0.4
1428;COUNTY COMMISSIONER DISTRICT 5;58;DOUG CARLSON;NP;47;47;1239;64.73
1429;COUNTY COMMISSIONER DISTRICT 5;58;HOWARD THOMSEN;NP;47;47;671;35.06
1430;COUNTY COMMISSIONER DISTRICT 5;58;WRITE-IN (TOTAL);WI;47;47;4;0.21
1431;COUNTY AUDITOR;58;KAYE F. JORGENSEN;NP;47;47;9297;99.49
1432;COUNTY AUDITOR;58;WRITE-IN (TOTAL);WI;47;47;48;0.51
1433;COUNTY TREASURER;58;RUTH A. BLAHNIK;NP;47;47;9755;99.59
1434;COUNTY TREASURER;58;WRITE-IN (TOTAL);WI;47;47;40;0.41
1435;COUNTY SHERIFF;58;MARK MANSAVAGE;NP;47;47;7076;65
1436;COUNTY SHERIFF;58;GEORGE KURTZ;NP;47;47;3758;34.52
1437;COUNTY SHERIFF;58;WRITE-IN (TOTAL);WI;47;47;52;0.48
1438;COUNTY ATTORNEY;58;JOHN K. CARLSON;NP;47;47;9259;99.07
1439;COUNTY ATTORNEY;58;WRITE-IN (TOTAL);WI;47;47;87;0.93
1440;SOIL AND WATER SUPERVISOR DISTRICT 1;58;BILL SAUMER;NP;47;47;9151;99.14
1441;SOIL AND WATER SUPERVISOR DISTRICT 1;58;WRITE-IN (TOTAL);WI;47;47;79;0.86
1442;SOIL AND WATER SUPERVISOR DISTRICT 5;58;PAUL (BUTCH)  OLESEN;NP;47;47;9039;99.55
1443;SOIL AND WATER SUPERVISOR DISTRICT 5;58;WRITE-IN (TOTAL);WI;47;47;41;0.45
1444;COUNTY COMMISSIONER DISTRICT 1;59;JAMIE DUBBELDE;NP;22;22;545;64.8
1445;COUNTY COMMISSIONER DISTRICT 1;59;ERIC JAMES PETERSEN;NP;22;22;294;34.96
1446;COUNTY COMMISSIONER DISTRICT 1;59;WRITE-IN (TOTAL);WI;22;22;2;0.24
1447;COUNTY COMMISSIONER DISTRICT 2;59;LARRY G. CARSTENSEN;NP;22;22;601;66.56
1448;COUNTY COMMISSIONER DISTRICT 2;59;CRAIG STANGELAND;NP;22;22;301;33.33
1449;COUNTY COMMISSIONER DISTRICT 2;59;WRITE-IN (TOTAL);WI;22;22;1;0.11
1450;COUNTY COMMISSIONER DISTRICT 3;59;MARVIN  TINKLENBERG;NP;22;22;899;99.23
1451;COUNTY COMMISSIONER DISTRICT 3;59;WRITE-IN (TOTAL);WI;22;22;7;0.77
1452;COUNTY COMMISSIONER DISTRICT 4;59;BILLY R ELLIS;NP;22;22;510;47.84
1453;COUNTY COMMISSIONER DISTRICT 4;59;JACK KEERS;NP;22;22;554;51.97
1454;COUNTY COMMISSIONER DISTRICT 4;59;WRITE-IN (TOTAL);WI;22;22;2;0.19
1455;COUNTY COMMISSIONER DISTRICT 5;59;ERV-ERVIN PRIBYL;NP;22;22;624;94.55
1456;COUNTY COMMISSIONER DISTRICT 5;59;WRITE-IN (TOTAL);WI;22;22;36;5.45
1457;COUNTY AUDITOR;59;JOYCE STEINHOFF;NP;22;22;2534;57.02
1458;COUNTY AUDITOR;59;JANET BOUMAN;NP;22;22;1904;42.84
1459;COUNTY AUDITOR;59;WRITE-IN (TOTAL);WI;22;22;6;0.14
1460;COUNTY TREASURER;59;STEVE WEETS;NP;22;22;4383;99.61
1461;COUNTY TREASURER;59;WRITE-IN (TOTAL);WI;22;22;17;0.39
1462;COUNTY RECORDER;59;JAMIE L. WINTER;NP;22;22;1243;27.68
1463;COUNTY RECORDER;59;MARY ANN  DE GROOT;NP;22;22;3244;72.23
1464;COUNTY RECORDER;59;WRITE-IN (TOTAL);WI;22;22;4;0.09
1465;COUNTY SHERIFF;59;DAN DELANEY;NP;22;22;2394;52.68
1466;COUNTY SHERIFF;59;RON SMIDT;NP;22;22;2088;45.95
1467;COUNTY SHERIFF;59;WRITE-IN (TOTAL);WI;22;22;62;1.36
1468;COUNTY ATTORNEY;59;JAMES E O'NEILL;NP;22;22;4292;99.61
1469;COUNTY ATTORNEY;59;WRITE-IN (TOTAL);WI;22;22;17;0.39
1470;COUNTY CORONER;59;LARRY D. CHRISTENSEN MD;NP;22;22;4201;99.15
1471;COUNTY CORONER;59;WRITE-IN (TOTAL);WI;22;22;36;0.85
1472;SOIL AND WATER SUPERVISOR DISTRICT 4;59;RICHARD ZUPP;NP;22;22;2081;51.22
1473;SOIL AND WATER SUPERVISOR DISTRICT 4;59;DAVID FLOYD JOHNSON;NP;22;22;1973;48.56
1474;SOIL AND WATER SUPERVISOR DISTRICT 4;59;WRITE-IN (TOTAL);WI;22;22;9;0.22
1475;SOIL AND WATER SUPERVISOR DISTRICT 5;59;LEROY  STENSGAARD;NP;22;22;3952;99.7
1476;SOIL AND WATER SUPERVISOR DISTRICT 5;59;WRITE-IN (TOTAL);WI;22;22;12;0.3
1477;COUNTY COMMISSIONER DISTRICT 1;60;GERALD "JERRY" JACOBSON;NP;82;82;2429;99.22
1478;COUNTY COMMISSIONER DISTRICT 1;60;WRITE-IN (TOTAL);WI;82;82;19;0.78
1479;COUNTY COMMISSIONER DISTRICT 2;60;MONTE RUCH;NP;82;82;671;27.01
1480;COUNTY COMMISSIONER DISTRICT 2;60;WARREN STRANDELL;NP;82;82;1803;72.58
1481;COUNTY COMMISSIONER DISTRICT 2;60;WRITE-IN (TOTAL);WI;82;82;10;0.4
1482;COUNTY COMMISSIONER DISTRICT 3;60;BILL MONTAGUE;NP;82;82;2324;99.57
1483;COUNTY COMMISSIONER DISTRICT 3;60;WRITE-IN (TOTAL);WI;82;82;10;0.43
1484;COUNTY COMMISSIONER DISTRICT 4;60;WARREN K. AFFELDT;NP;82;82;2474;98.21
1485;COUNTY COMMISSIONER DISTRICT 4;60;WRITE-IN (TOTAL);WI;82;82;45;1.79
1486;COUNTY COMMISSIONER DISTRICT 5;60;EUGENE "JEEP" MATTSON;NP;82;82;1823;98.49
1487;COUNTY COMMISSIONER DISTRICT 5;60;WRITE-IN (TOTAL);WI;82;82;28;1.51
1488;COUNTY SHERIFF;60;MARK LE TEXIER;NP;82;82;7310;58.2
1489;COUNTY SHERIFF;60;DOUGLAS  QUALLEY;NP;82;82;5231;41.65
1490;COUNTY SHERIFF;60;WRITE-IN (TOTAL);WI;82;82;19;0.15
1491;COUNTY ATTORNEY;60;WAYNE H. SWANSON;NP;82;82;5128;41.93
1492;COUNTY ATTORNEY;60;GREGORY A. WIDSETH;NP;82;82;7094;58.01
1493;COUNTY ATTORNEY;60;WRITE-IN (TOTAL);WI;82;82;7;0.06
1494;SOIL AND WATER SUPERVISOR DISTRICT 1;60;KENNETH O. PEDERSON;NP;82;82;3590;99.83
1495;SOIL AND WATER SUPERVISOR DISTRICT 1;60;WRITE-IN (TOTAL);WI;82;82;6;0.17
1496;SOIL AND WATER SUPERVISOR DISTRICT 2;60;BRUCE GRUNDYSON;NP;82;82;3629;99.73
1497;SOIL AND WATER SUPERVISOR DISTRICT 2;60;WRITE-IN (TOTAL);WI;82;82;10;0.27
1498;SOIL AND WATER SUPERVISOR DISTRICT 1;60;MARK MCWALTER;NP;82;82;7480;99.59
1499;SOIL AND WATER SUPERVISOR DISTRICT 1;60;WRITE-IN (TOTAL);WI;82;82;31;0.41
1500;SOIL AND WATER SUPERVISOR DISTRICT 3;60;WRITE-IN (TOTAL);WI;82;82;394;100
1501;COUNTY COMMISSIONER DISTRICT 1;61;LARRY KITTELSON;NP;30;30;1145;99.31
1502;COUNTY COMMISSIONER DISTRICT 1;61;WRITE-IN (TOTAL);WI;30;30;8;0.69
1503;COUNTY COMMISSIONER DISTRICT 2;61;JEANNE A. OLSON;NP;30;30;873;97.22
1504;COUNTY COMMISSIONER DISTRICT 2;61;WRITE-IN (TOTAL);WI;30;30;25;2.78
1505;COUNTY COMMISSIONER DISTRICT 4;61;KEITH NAIG;NP;30;30;990;99.4
1506;COUNTY COMMISSIONER DISTRICT 4;61;WRITE-IN (TOTAL);WI;30;30;6;0.6
1507;COUNTY COMMISSIONER DISTRICT 5;61;ROBERT  MCCRORY;NP;30;30;1067;98.43
1508;COUNTY COMMISSIONER DISTRICT 5;61;WRITE-IN (TOTAL);WI;30;30;17;1.57
1509;COUNTY AUDITOR/TREASURER;61;MARY PISCHKE;NP;30;30;5227;99.52
1510;COUNTY AUDITOR/TREASURER;61;WRITE-IN (TOTAL);WI;30;30;25;0.48
1511;COUNTY RECORDER;61;DARBY  JERGENSON BOWEN;NP;30;30;5102;99.55
1512;COUNTY RECORDER;61;WRITE-IN (TOTAL);WI;30;30;23;0.45
1513;COUNTY SHERIFF;61;TOM LARSON;NP;30;30;3214;58.62
1514;COUNTY SHERIFF;61;WRITE-IN (TOTAL);WI;30;30;2269;41.38
1515;COUNTY ATTORNEY;61;BELVIN L. DOEBBERT;NP;30;30;4880;97.8
1516;COUNTY ATTORNEY;61;WRITE-IN (TOTAL);WI;30;30;110;2.2
1517;SOIL AND WATER SUPERVISOR DISTRICT 1;61;KEITH NYGAARD;NP;30;30;5019;99.74
1518;SOIL AND WATER SUPERVISOR DISTRICT 1;61;WRITE-IN (TOTAL);WI;30;30;13;0.26
1519;SOIL AND WATER SUPERVISOR DISTRICT 3;61;MARK HALLS;NP;30;30;4969;99.7
1520;SOIL AND WATER SUPERVISOR DISTRICT 3;61;WRITE-IN (TOTAL);WI;30;30;15;0.3
1521;SOIL AND WATER SUPERVISOR DISTRICT 4;61;RANDALL ANDERSON;NP;30;30;4893;99.84
1522;SOIL AND WATER SUPERVISOR DISTRICT 4;61;WRITE-IN (TOTAL);WI;30;30;8;0.16
1523;COUNTY COMMISSIONER DISTRICT 3;62;JANICE RETTMAN;NP;177;178;16963;97.87
1524;COUNTY COMMISSIONER DISTRICT 3;62;WRITE-IN (TOTAL);WI;177;178;370;2.13
1525;COUNTY COMMISSIONER DISTRICT 4;62;JERRY BLAKEY;NP;177;178;10198;35.35
1526;COUNTY COMMISSIONER DISTRICT 4;62;SUE HAIGH;NP;177;178;18488;64.09
1527;COUNTY COMMISSIONER DISTRICT 4;62;WRITE-IN (TOTAL);WI;177;178;161;0.56
1528;COUNTY COMMISSIONER DISTRICT 5;62;RAFAEL E. ORTEGA;NP;177;178;14505;64.69
1529;COUNTY COMMISSIONER DISTRICT 5;62;BILL POULOS;NP;177;178;7801;34.79
1530;COUNTY COMMISSIONER DISTRICT 5;62;WRITE-IN (TOTAL);WI;177;178;115;0.51
1531;COUNTY COMMISSIONER DISTRICT 6;62;JIM MCDONOUGH;NP;177;178;15174;98.08
1532;COUNTY COMMISSIONER DISTRICT 6;62;WRITE-IN (TOTAL);WI;177;178;297;1.92
1533;COUNTY SHERIFF;62;JOHN MOORE;NP;177;178;61768;33.83
1534;COUNTY SHERIFF;62;BOB FLETCHER;NP;177;178;119889;65.65
1535;COUNTY SHERIFF;62;WRITE-IN (TOTAL);WI;177;178;949;0.52
1536;COUNTY ATTORNEY;62;SUSAN GAERTNER;NP;177;178;157342;98.49
1537;COUNTY ATTORNEY;62;WRITE-IN (TOTAL);WI;177;178;2415;1.51
1538;SOIL AND WATER SUPERVISOR DISTRICT 1;62;ELIZABETH H. COWIE;NP;177;178;74395;53.04
1539;SOIL AND WATER SUPERVISOR DISTRICT 1;62;DICK OTTMAN;NP;177;178;45996;32.8
1540;SOIL AND WATER SUPERVISOR DISTRICT 1;62;D.C.  BURGARDT;NP;177;178;18457;13.16
1541;SOIL AND WATER SUPERVISOR DISTRICT 1;62;WRITE-IN (TOTAL);WI;177;178;1403;1
1542;SOIL AND WATER SUPERVISOR DISTRICT 4;62;PHIL  GRAVEL;NP;177;178;12818;9.05
1543;SOIL AND WATER SUPERVISOR DISTRICT 4;62;MARYJANE REAGAN;NP;177;178;46836;33.08
1544;SOIL AND WATER SUPERVISOR DISTRICT 4;62;JULES GOLDSTEIN;NP;177;178;18858;13.32
1545;SOIL AND WATER SUPERVISOR DISTRICT 4;62;MICHAEL KELLEHER;NP;177;178;16008;11.31
1546;SOIL AND WATER SUPERVISOR DISTRICT 4;62;WARREN ANDERSON;NP;177;178;20921;14.78
1547;SOIL AND WATER SUPERVISOR DISTRICT 4;62;MICHAEL P.  MCCARTHY;NP;177;178;24915;17.6
1548;SOIL AND WATER SUPERVISOR DISTRICT 4;62;WRITE-IN (TOTAL);WI;177;178;1229;0.87
1549;COUNTY QUESTION 1;62;YES  ;NP;177;178;185051;90.41
1550;COUNTY QUESTION 1;62;NO  ;NP;177;178;19619;9.59
1551;COUNTY COMMISSIONER DISTRICT 1;63;JAMES  A. KALBAKDALEN;NP;21;21;111;31.81
1552;COUNTY COMMISSIONER DISTRICT 1;63;NANCY   J. HAGLUND;NP;21;21;238;68.19
1553;COUNTY COMMISSIONER DISTRICT 1;63;WRITE-IN (TOTAL);WI;21;21;0;0
1554;COUNTY COMMISSIONER DISTRICT 2;63;PAUL  A. WALDAL;NP;21;21;78;22.1
1555;COUNTY COMMISSIONER DISTRICT 2;63;RONALD WEISS;NP;21;21;275;77.9
1556;COUNTY COMMISSIONER DISTRICT 2;63;WRITE-IN (TOTAL);WI;21;21;0;0
1557;COUNTY COMMISSIONER DISTRICT 3;63;EDWARD   G. LARSON;NP;21;21;377;98.43
1558;COUNTY COMMISSIONER DISTRICT 3;63;WRITE-IN (TOTAL);WI;21;21;6;1.57
1559;COUNTY COMMISSIONER DISTRICT 4;63;VELMA   L. OAKLAND;NP;21;21;322;98.77
1560;COUNTY COMMISSIONER DISTRICT 4;63;WRITE-IN (TOTAL);WI;21;21;4;1.23
1561;COUNTY COMMISSIONER DISTRICT 5;63;ARNIE PARADIS;NP;21;21;145;32.15
1562;COUNTY COMMISSIONER DISTRICT 5;63;LEE   W. NIELSON;NP;21;21;303;67.18
1563;COUNTY COMMISSIONER DISTRICT 5;63;WRITE-IN (TOTAL);WI;21;21;3;0.67
1564;COUNTY AUDITOR;63;ROBERT SCHMITZ;NP;21;21;1639;96.24
1565;COUNTY AUDITOR;63;WRITE-IN (TOTAL);WI;21;21;64;3.76
1566;COUNTY TREASURER;63;JAY GUILLEMETTE;NP;21;21;1807;99.78
1567;COUNTY TREASURER;63;WRITE-IN (TOTAL);WI;21;21;4;0.22
1568;COUNTY RECORDER;63;JOYCE PAQUIN;NP;21;21;1826;99.84
1569;COUNTY RECORDER;63;WRITE-IN (TOTAL);WI;21;21;3;0.16
1570;COUNTY SHERIFF;63;MITCH BERNSTEIN;NP;21;21;467;25.09
1571;COUNTY SHERIFF;63;LES  ARLT;NP;21;21;1391;74.74
1572;COUNTY SHERIFF;63;WRITE-IN (TOTAL);WI;21;21;3;0.16
1573;COUNTY ATTORNEY;63;DAN GELLER;NP;21;21;1694;98.32
1574;COUNTY ATTORNEY;63;WRITE-IN (TOTAL);WI;21;21;29;1.68
1575;SOIL AND WATER SUPERVISOR DISTRICT 1;63;WRITE-IN (TOTAL);WI;21;21;50;100
1576;SOIL AND WATER SUPERVISOR DISTRICT 2;63;WRITE-IN (TOTAL);WI;21;21;42;100
1577;SOIL AND WATER SUPERVISOR DISTRICT 4;63;WRITE-IN (TOTAL);WI;21;21;40;100
1578;COUNTY COMMISSIONER DISTRICT 2;64;JOHN SCHUELLER;NP;43;43;883;55.05
1579;COUNTY COMMISSIONER DISTRICT 2;64;DON RUNCK;NP;43;43;709;44.2
1580;COUNTY COMMISSIONER DISTRICT 2;64;WRITE-IN (TOTAL);WI;43;43;12;0.75
1581;COUNTY COMMISSIONER DISTRICT 3;64;JOSEPH SCHOUVIELLER;NP;43;43;1091;99
1582;COUNTY COMMISSIONER DISTRICT 3;64;WRITE-IN (TOTAL);WI;43;43;11;1
1583;COUNTY COMMISSIONER DISTRICT 4;64;BRUCE TOLZMANN;NP;43;43;1356;98.98
1584;COUNTY COMMISSIONER DISTRICT 4;64;WRITE-IN (TOTAL);WI;43;43;14;1.02
1585;COUNTY AUDITOR/TREASURER;64;LARRY L BUNTING;NP;43;43;6382;99.16
1586;COUNTY AUDITOR/TREASURER;64;WRITE-IN (TOTAL);WI;43;43;54;0.84
1587;COUNTY RECORDER;64;JOYCE ANDERSON;NP;43;43;6128;99.76
1588;COUNTY RECORDER;64;WRITE-IN (TOTAL);WI;43;43;15;0.24
1589;COUNTY SHERIFF;64;RICHARD (RICK) MORRIS;NP;43;43;6184;99.1
1590;COUNTY SHERIFF;64;WRITE-IN (TOTAL);WI;43;43;56;0.9
1591;COUNTY ATTORNEY;64;MICHELLE DIETRICH;NP;43;43;5994;99.34
1592;COUNTY ATTORNEY;64;WRITE-IN (TOTAL);WI;43;43;40;0.66
1593;SOIL AND WATER SUPERVISOR DISTRICT 1;64;KIM MILBRADT;NP;43;43;2543;39.89
1594;SOIL AND WATER SUPERVISOR DISTRICT 1;64;DANNY POTTER;NP;43;43;3826;60.02
1595;SOIL AND WATER SUPERVISOR DISTRICT 1;64;WRITE-IN (TOTAL);WI;43;43;6;0.09
1596;SOIL AND WATER SUPERVISOR DISTRICT 5;64;MICHAEL HEWITT;NP;43;43;5833;99.76
1597;SOIL AND WATER SUPERVISOR DISTRICT 5;64;WRITE-IN (TOTAL);WI;43;43;14;0.24
1598;COUNTY COMMISSIONER DISTRICT 2;65;BOB FOX;NP;37;37;761;53.97
1599;COUNTY COMMISSIONER DISTRICT 2;65;FRANCIS G. SCHWEISS;NP;37;37;647;45.89
1600;COUNTY COMMISSIONER DISTRICT 2;65;WRITE-IN (TOTAL);WI;37;37;2;0.14
1601;COUNTY COMMISSIONER DISTRICT 3;65;PAUL SETZEPFANDT;NP;37;37;1215;78.14
1602;COUNTY COMMISSIONER DISTRICT 3;65;ROBERT RYAN;NP;37;37;337;21.67
1603;COUNTY COMMISSIONER DISTRICT 3;65;WRITE-IN (TOTAL);WI;37;37;3;0.19
1604;COUNTY COMMISSIONER DISTRICT 4;65;JOHN STAHL;NP;37;37;936;63.29
1605;COUNTY COMMISSIONER DISTRICT 4;65;ROBERT W MEHLHOUSE;NP;37;37;541;36.58
1606;COUNTY COMMISSIONER DISTRICT 4;65;WRITE-IN (TOTAL);WI;37;37;2;0.14
1607;COUNTY AUDITOR/TREASURER;65;GAIL KOPEL;NP;37;37;2970;41.4
1608;COUNTY AUDITOR/TREASURER;65;LARRY JACOBS;NP;37;37;4194;58.46
1609;COUNTY AUDITOR/TREASURER;65;WRITE-IN (TOTAL);WI;37;37;10;0.14
1610;COUNTY RECORDER;65;GAIL M MILLER;NP;37;37;6687;99.33
1611;COUNTY RECORDER;65;WRITE-IN (TOTAL);WI;37;37;45;0.67
1612;COUNTY SHERIFF;65;NYLA NEGEN;NP;37;37;2044;28.02
1613;COUNTY SHERIFF;65;JERRY O AGRE;NP;37;37;5245;71.89
1614;COUNTY SHERIFF;65;WRITE-IN (TOTAL);WI;37;37;7;0.1
1615;COUNTY ATTORNEY;65;DAVID J TORGELSON;NP;37;37;6609;99.49
1616;COUNTY ATTORNEY;65;WRITE-IN (TOTAL);WI;37;37;34;0.51
1617;SOIL AND WATER SUPERVISOR DISTRICT 3;65;STEVEN MADSEN;NP;37;37;6511;99.82
1618;SOIL AND WATER SUPERVISOR DISTRICT 3;65;WRITE-IN (TOTAL);WI;37;37;12;0.18
1619;SOIL AND WATER SUPERVISOR DISTRICT 4;65;CHRIS HETTIG;NP;37;37;6402;99.3
1620;SOIL AND WATER SUPERVISOR DISTRICT 4;65;WRITE-IN (TOTAL);WI;37;37;45;0.7
1621;COUNTY COMMISSIONER DISTRICT 2;66;HEATHER ROBINS;NP;33;33;4439;98.8
1622;COUNTY COMMISSIONER DISTRICT 2;66;WRITE-IN (TOTAL);WI;33;33;54;1.2
1623;COUNTY COMMISSIONER DISTRICT 4;66;PETER HARK;NP;33;33;1260;26.54
1624;COUNTY COMMISSIONER DISTRICT 4;66;DAN  MINNICK;NP;33;33;3479;73.27
1625;COUNTY COMMISSIONER DISTRICT 4;66;WRITE-IN (TOTAL);WI;33;33;9;0.19
1626;COUNTY COMMISSIONER DISTRICT 5;66;JIM BROWN;NP;33;33;2578;52.2
1627;COUNTY COMMISSIONER DISTRICT 5;66;MARYBETH A. ROGERS;NP;33;33;2345;47.48
1628;COUNTY COMMISSIONER DISTRICT 5;66;WRITE-IN (TOTAL);WI;33;33;16;0.32
1629;COUNTY AUDITOR/TREASURER;66;FRAN WINDSCHITL;NP;33;33;20153;99.43
1630;COUNTY AUDITOR/TREASURER;66;WRITE-IN (TOTAL);WI;33;33;115;0.57
1631;COUNTY RECORDER;66;MARSHA H. DEGROOT;NP;33;33;11072;54.16
1632;COUNTY RECORDER;66;JUDY VAN ERP;NP;33;33;9324;45.61
1633;COUNTY RECORDER;66;WRITE-IN (TOTAL);WI;33;33;46;0.23
1634;COUNTY SHERIFF;66;RICHARD COOK;NP;33;33;20511;98.92
1635;COUNTY SHERIFF;66;WRITE-IN (TOTAL);WI;33;33;224;1.08
1636;COUNTY ATTORNEY;66;G. PAUL  BEAUMASTER;NP;33;33;19579;99.38
1637;COUNTY ATTORNEY;66;WRITE-IN (TOTAL);WI;33;33;123;0.62
1638;SOIL AND WATER SUPERVISOR DISTRICT 3;66;WALLACE  HILDEBRANDT;NP;33;33;19318;99.64
1639;SOIL AND WATER SUPERVISOR DISTRICT 3;66;WRITE-IN (TOTAL);WI;33;33;69;0.36
1640;SOIL AND WATER SUPERVISOR DISTRICT 5;66;CLARENCE W. ANDERSON;NP;33;33;8939;49.01
1641;SOIL AND WATER SUPERVISOR DISTRICT 5;66;BORCHERT ROBERT P.;NP;33;33;9236;50.64
1642;SOIL AND WATER SUPERVISOR DISTRICT 5;66;WRITE-IN (TOTAL);WI;33;33;64;0.35
1643;COUNTY COMMISSIONER DISTRICT 2;67;RICHARD D. BAKKEN;NP;24;24;837;98.94
1644;COUNTY COMMISSIONER DISTRICT 2;67;WRITE-IN (TOTAL);WI;24;24;9;1.06
1645;COUNTY COMMISSIONER DISTRICT 3;67;RON BOYENGA;NP;24;24;986;98.5
1646;COUNTY COMMISSIONER DISTRICT 3;67;WRITE-IN (TOTAL);WI;24;24;15;1.5
1647;COUNTY COMMISSIONER DISTRICT 4;67;ROBERT 'BOB' JARCHOW;NP;24;24;896;99.33
1648;COUNTY COMMISSIONER DISTRICT 4;67;WRITE-IN (TOTAL);WI;24;24;6;0.67
1649;COUNTY COMMISSIONER DISTRICT 5;67;JANE A. WILDUNG;NP;24;24;707;98.74
1650;COUNTY COMMISSIONER DISTRICT 5;67;WRITE-IN (TOTAL);WI;24;24;9;1.26
1651;COUNTY AUDITOR/TREASURER;67;GLORIA F. ROLFS;NP;24;24;2394;53.92
1652;COUNTY AUDITOR/TREASURER;67;LISA   AHRENDT DEBOER;NP;24;24;2044;46.04
1653;COUNTY AUDITOR/TREASURER;67;WRITE-IN (TOTAL);WI;24;24;2;0.05
1654;COUNTY RECORDER;67;JERE D. OHME;NP;24;24;4163;99.71
1655;COUNTY RECORDER;67;WRITE-IN (TOTAL);WI;24;24;12;0.29
1656;COUNTY SHERIFF;67;RONNAL M MCCLURE;NP;24;24;1800;39.86
1657;COUNTY SHERIFF;67;MICHAEL WINKELS;NP;24;24;2663;58.97
1658;COUNTY SHERIFF;67;WRITE-IN (TOTAL);WI;24;24;53;1.17
1659;COUNTY ATTORNEY;67;DONALD R. KLOSTERBUER;NP;24;24;4043;97.68
1660;COUNTY ATTORNEY;67;WRITE-IN (TOTAL);WI;24;24;96;2.32
1661;SOIL AND WATER SUPERVISOR DISTRICT 2;67;VICKY SMOOK;NP;24;24;4059;99.61
1662;SOIL AND WATER SUPERVISOR DISTRICT 2;67;WRITE-IN (TOTAL);WI;24;24;16;0.39
1663;SOIL AND WATER SUPERVISOR DISTRICT 5;67;DONALD P. REKER;NP;24;24;4035;99.83
1664;SOIL AND WATER SUPERVISOR DISTRICT 5;67;WRITE-IN (TOTAL);WI;24;24;7;0.17
1665;COUNTY COMMISSIONER DISTRICT 1;68;DORAN E. HORNER;NP;44;44;477;40.42
1666;COUNTY COMMISSIONER DISTRICT 1;68;ALAN B. JOHNSTON;NP;44;44;695;58.9
1667;COUNTY COMMISSIONER DISTRICT 1;68;WRITE-IN (TOTAL);WI;44;44;8;0.68
1668;COUNTY COMMISSIONER DISTRICT 3;68;DARYL MICKELSON;NP;44;44;475;37.17
1669;COUNTY COMMISSIONER DISTRICT 3;68;ORRIS A. RASMUSSEN;NP;44;44;801;62.68
1670;COUNTY COMMISSIONER DISTRICT 3;68;WRITE-IN (TOTAL);WI;44;44;2;0.16
1671;COUNTY COMMISSIONER DISTRICT 5;68;MARK S. FOLDESI;NP;44;44;1274;99.45
1672;COUNTY COMMISSIONER DISTRICT 5;68;WRITE-IN (TOTAL);WI;44;44;7;0.55
1673;COUNTY AUDITOR;68;ANNE K. GRANITZ;NP;44;44;5830;99.68
1674;COUNTY AUDITOR;68;WRITE-IN (TOTAL);WI;44;44;19;0.32
1675;COUNTY TREASURER;68;DIANE M. GREGERSON;NP;44;44;5884;99.83
1676;COUNTY TREASURER;68;WRITE-IN (TOTAL);WI;44;44;10;0.17
1677;COUNTY RECORDER;68;RICK G. KVIEN;NP;44;44;5729;99.84
1678;COUNTY RECORDER;68;WRITE-IN (TOTAL);WI;44;44;9;0.16
1679;COUNTY SHERIFF;68;JULE D. HANSON;NP;44;44;5083;80.95
1680;COUNTY SHERIFF;68;LAURENCE WRIGHT;NP;44;44;1157;18.43
1681;COUNTY SHERIFF;68;WRITE-IN (TOTAL);WI;44;44;39;0.62
1682;COUNTY ATTORNEY;68;MICHELLE E. MOREN;NP;44;44;5466;98.17
1683;COUNTY ATTORNEY;68;WRITE-IN (TOTAL);WI;44;44;102;1.83
1684;COUNTY CORONER;68;WRITE-IN (TOTAL);WI;44;44;472;100
1685;SOIL AND WATER SUPERVISOR DISTRICT 3;68;WRITE-IN (TOTAL);WI;44;44;153;100
1686;SOIL AND WATER SUPERVISOR DISTRICT 4;68;GARY M. JOHNSON;NP;44;44;4875;99.73
